Key,SP,SPn,PE,DJ,DJn,Gold,Goldn,Oil,Oiln,Libor,SPYTD
44-08,178.66,12.82,14.2444,2048.45,146.99,474.66,34.06,0,0,0,0
44-09,178.1,12.78,14.2,2044.83,146.73,474.66,34.06,0,0,0,0
25-07,0,0,0,1864.78,133.81,289.17,20.75,0,0,0,0
79-12,347.14,107.94,7.2638,2697.39,838.74,1466.24,455.92,104.52,32.5,0,0
44-01,167.99,11.85,12.7419,1947.78,137.4,482.83,34.06,0,0,0,0
44-02,167.56,11.82,12.7097,1932.19,136.3,482.83,34.06,0,0,0,0
44-03,170.4,12.02,12.9247,1968.2,138.84,482.83,34.06,0,0,0,0
44-04,167.31,11.87,12.9022,1920.16,136.23,480.08,34.06,0,0,0,0
44-05,174.07,12.35,13.4239,2004.87,142.24,480.08,34.06,0,0,0,0
44-06,181.91,12.98,14.1087,2079.55,148.38,477.35,34.06,0,0,0,0
44-07,177.13,12.71,14.1222,2036.19,146.11,474.66,34.06,0,0,0,0
25-11,0,0,0,2070.4,151.08,284.36,20.75,0,0,0,0
23-07,0,0,0,1246.38,86.91,297.58,20.75,0,0,0,0
69-02,676.12,98.13,16.8608,6236.9,905.21,288.55,41.88,21.15,3.07,0,0
38-10,232.04,13.17,20.5781,2673.33,151.73,616.67,35.0,0,0,0,0
38-11,224.29,12.73,19.8906,2639.68,149.82,616.67,35.0,0,0,0,0
38-12,232.75,13.21,20.6406,2726.72,154.76,616.67,35.0,0,0,0,0
23-06,0,0,0,1282.68,88.4,301.08,20.75,0,0,0,0
54-12,332.38,35.98,12.9892,3735.75,404.39,326.19,35.31,26.05,2.82,0,0
82-11,348.68,138.53,10.9597,2615.87,1039.28,1045.08,415.21,85.96,34.15,0,0
54-10,291.58,31.68,11.4368,3241.1,352.14,324.99,35.31,25.96,2.82,0,0
54-11,315.14,34.24,12.361,3559.83,386.77,324.99,35.31,25.96,2.82,0,0
23-05,0,0,0,1423.45,97.53,302.85,20.75,0,0,0,0
24-07,0,0,0,1473.37,102.14,299.75,20.78,0,0,0,0
82-10,335.9,133.72,10.5791,2491.2,991.72,1061.9,422.73,89.63,35.68,0,0
90-09,568.95,306.05,14.0777,4559.16,2452.48,722.82,388.82,73.49,39.53,166.26,0
90-08,604.48,322.56,14.8372,4899.31,2614.36,741.11,395.47,51.44,27.45,180.81,0
23-04,0,0,0,1435.86,98.38,302.85,20.75,0,0,0,0
12-05,1405.98,1310.33,14.9037,13298.17,12393.45,1671.73,1558.0,92.84,86.52,23.370000000000005,0
21-09,0,0,0,1001.87,71.08,291.63,20.69,0,0,0,0
96-11,1177.17,757.02,19.5461,10141.24,6521.7,587.31,377.69,36.85,23.7,119.65,0
90-01,637.1,329.08,15.186,5015.29,2590.54,794.71,410.49,43.93,22.69,186.48,0
14-09,2043.29,1972.29,18.6135,17656.44,17042.9,1260.29,1216.5,94.45,91.17,12.67,0
90-03,651.66,339.94,15.6871,5189.72,2707.21,751.87,392.21,38.99,20.34,196.32,0
82-12,355.4,140.64,11.1266,2644.61,1046.54,1123.0,444.4,80.16,31.72,0,0
90-05,689.59,361.23,16.9911,5491.54,2876.66,704.52,369.05,33.35,17.47,187.25,0
90-04,633.15,330.8,15.5597,5085.04,2656.76,716.39,374.29,35.41,18.5,171.65,0
90-07,673.84,356.15,16.3822,5496.64,2905.2,686.51,362.85,38.92,20.57,183.81,0
90-06,679.88,358.02,16.8401,5470.43,2880.69,668.81,352.19,32.38,17.05,179.82,0
23-01,0,0,0,1430.47,97.43,304.65,20.75,0,0,0,0
24-04,0,0,0,1315.04,90.63,301.52,20.78,0,0,0,0
53-04,228.3,24.62,9.8088,2547.76,274.75,324.56,35.0,23.83,2.57,0,0
53-05,226.7,24.54,9.7769,2515.32,272.28,323.33,35.0,23.74,2.57,0,0
53-06,222.18,24.14,9.6175,2469.07,268.26,322.14,35.0,25.96,2.82,0,0
53-07,227.8,24.75,9.7059,2534.6,275.38,322.14,35.0,25.96,2.82,0,0
53-01,244.62,26.38,10.856,2687.04,289.77,324.56,35.0,23.83,2.57,0,0
53-02,241.08,25.9,10.6584,2645.99,284.27,325.78,35.0,23.92,2.57,0,0
53-03,234.51,25.29,10.4074,2595.23,279.87,324.56,35.0,23.83,2.57,0,0
53-08,213.84,23.32,9.1451,2395.39,261.22,320.95,35.0,25.86,2.82,0,0
53-09,214.12,23.35,9.1569,2421.25,264.04,320.95,35.0,25.86,2.82,0,0
14-01,1878.85,1782.59,17.6757,16546.59,15698.85,1318.55,1251.0,102.82,97.55,12.640000000000004,0
24-05,0,0,0,1304.45,89.9,301.52,20.78,0,0,0,0
12-11,1516.73,1416.18,16.3701,13950.4,13025.58,1848.55,1726.0,94.83,88.54,18.989999999999995,0
07-10,1829.82,1549.38,23.4116,16451.34,13930.01,891.18,754.6,111.2,94.16,112.20999999999998,0
07-11,1738.86,1481.14,22.3805,15698.4,13371.72,946.54,806.25,104.02,88.6,99.49,0
91-11,671.64,375.22,23.4953,5181.48,2894.68,645.15,360.42,38.45,21.48,108.75999999999999,0
13-05,1726.95,1630.74,17.9301,16007.39,15115.57,1476.78,1394.5,97.35,91.93,14.569999999999995,0
12-03,1514.11,1408.47,15.9077,14202.94,13212.04,1787.19,1662.5,110.76,103.03,23.18000000000001,0
24-02,0,0,0,1400.97,97.69,298.01,20.78,0,0,0,0
22-11,0,0,0,1389.65,94.65,305.97,20.84,0,0,0,0
98-12,1849.99,1229.23,32.5969,13818.05,9181.43,438.98,291.68,18.27,12.14,105.8,0
83-12,401.6,164.93,11.7555,3064.79,1258.64,944.85,388.03,71.2,29.24,0,0
98-10,1652.4,1098.67,29.1347,12922.52,8592.1,445.08,295.93,21.78,14.48,106.32999999999998,0
98-11,1750.1,1163.63,30.8573,13711.29,9116.55,442.43,294.17,17.1,11.37,106.21000000000002,0
16-03,2133.89,2059.74,23.8286,18321.75,17685.09,1284.64,1240.0,37.99,36.67,25.509999999999998,0
16-02,2009.52,1932.23,22.3534,17177.16,16516.5,1166.88,1122.0,32.88,31.62,23.959999999999997,0
16-01,2019.79,1940.24,22.4461,17141.42,16466.3,1160.4,1114.7,29.64,28.47,23.08,0
86-01,476.72,211.78,14.5854,3536.3,1570.99,778.51,345.85,42.66,18.95,182.95499999999998,0
91-10,704.45,392.45,24.5742,5509.03,3069.1,643.99,358.77,41.81,23.29,129.46999999999997,0
79-11,345.02,106.16,7.144,2672.64,822.35,1277.71,393.14,100.75,31.0,0,0
16-08,2223.05,2170.95,24.3681,18842.5,18400.88,1342.87,1311.4,45.77,44.7,33.215399999999995,0
90-02,639.55,331.89,15.3156,5062.71,2627.25,802.75,416.58,41.53,21.55,173.29,0
04-08,1437.72,1104.24,19.1144,13246.44,10173.92,521.46,400.51,54.98,42.23,47.99999999999999,0
04-09,1447.84,1114.58,19.2934,13094.27,10080.27,526.46,405.28,64.38,49.56,52.04999999999999,0
24-03,0,0,0,1331.14,92.28,299.75,20.78,0,0,0,0
04-04,1452.78,1107.3,19.7204,13415.95,10225.57,529.08,403.26,48.95,37.31,32.31,0
92-10,728.5,418.68,21.9319,5613.76,3226.3,598.86,344.17,35.98,20.68,80.92999999999998,0
87-12,528.01,247.08,14.1189,4143.28,1938.83,1040.16,486.74,35.77,16.74,172.01,0
04-07,1434.44,1101.72,19.0708,13201.9,10139.71,518.31,398.09,56.92,43.72,51.3,0
19-11,0,0,0,1382.9,103.72,267.06,20.03,0,0,0,0
04-01,1506.67,1131.13,21.7525,13970.11,10488.07,551.17,413.79,44.17,33.16,29.570000000000007,0
04-02,1517.05,1144.94,22.0181,14023.69,10583.92,536.56,404.95,47.81,36.08,28.04,0
92-11,749.25,431.35,22.5956,5741.13,3305.2,581.76,334.92,34.58,19.91,86.11999999999999,0
92-12,757.26,435.71,22.824,5737.33,3301.11,581.9,334.81,33.87,19.49,86.75000000000001,0
99-02,1856.26,1238.33,32.265,13950.56,9306.58,430.71,287.33,18.45,12.31,104.21,0
99-03,1923.12,1286.37,33.5167,14630.31,9786.16,427.51,285.96,24.91,16.66,122.15000000000002,0
29-05,360.28,24.83,16.5533,4315.42,297.41,300.65,20.72,0,0,0,0
29-04,378.59,25.94,17.2933,4660.04,319.29,302.41,20.72,0,0,0,0
29-07,411.77,28.88,18.6323,4957.51,347.7,295.43,20.72,0,0,0,0
29-06,395.39,27.41,18.2733,4814.92,333.79,298.89,20.72,0,0,0,0
29-01,371.3,25.74,17.875,4580.08,317.51,298.89,20.72,0,0,0,0
24-10,0,0,0,1492.32,104.06,298.01,20.78,0,0,0,0
29-03,370.44,25.53,17.7292,4481.41,308.85,300.65,20.72,0,0,0,0
29-02,369.14,25.59,17.7708,4578.64,317.41,298.89,20.72,0,0,0,0
86-11,556.76,249.22,17.2113,4276.39,1914.23,888.44,397.69,33.51,15.0,123.20999999999997,0
86-10,545.54,243.98,16.8494,4198.56,1877.71,946.12,423.13,34.1,15.25,141.20000000000002,0
86-12,540.52,242.17,16.7244,4231.76,1895.95,872.27,390.8,40.02,17.93,130.88000000000002,0
29-09,430.02,30.16,19.4581,4896.91,343.45,295.43,20.72,0,0,0,0
29-08,452.12,31.71,20.4581,5422.75,380.33,295.43,20.72,0,0,0,0
19-03,0,0,0,1336.3,88.85,301.25,20.03,0,0,0,0
91-12,746.17,417.09,26.1171,5669.04,3168.83,645.97,361.08,34.26,19.15,92.98000000000002,0
11-03,1463.72,1325.83,16.3059,13600.98,12319.73,1588.66,1439.0,117.23,106.19,17.939999999999998,0
68-05,705.56,98.68,17.7163,6427.85,899.0,288.22,40.31,21.95,3.07,0,0
25-09,0,0,0,1999.26,143.46,289.17,20.75,0,0,0,0
24-01,0,0,0,1435.21,100.66,296.28,20.78,0,0,0,0
17-09,2516.84,2519.36,0,22382.68,22405.09,1283.52,1284.8,51.62,51.67,36.503299999999996,226.91405779000004
06-03,1599.16,1294.87,17.8185,13720.01,11109.32,688.01,557.09,81.82,66.25,119.30000000000003,0
02-12,1200.07,879.82,31.8891,11377.98,8341.63,452.74,331.92,42.57,31.21,31.540000000000003,0
75-04,407.08,87.3,10.9673,3829.91,821.34,790.75,169.58,52.04,11.16,0,0
96-01,1016.36,636.02,18.6845,8621.69,5395.3,639.98,400.49,28.38,17.76,116.22999999999998,0
28-11,348.2,24.28,17.5942,4207.36,293.38,298.01,20.78,0,0,0,0
28-10,310.91,21.68,15.7101,3616.23,252.16,298.01,20.78,0,0,0,0
23-11,0,0,0,1316.58,92.34,295.85,20.75,0,0,0,0
28-12,351.25,24.35,17.6449,4327.5,300.0,299.75,20.78,0,0,0,0
64-02,621.08,77.8,18.6124,6387.52,800.14,281.88,35.31,23.71,2.97,0,0
64-03,630.5,78.98,18.8947,6492.49,813.29,281.88,35.31,23.71,2.97,0,0
64-01,615.01,77.04,18.4306,6269.37,785.34,281.88,35.31,23.71,2.97,0,0
64-06,650.01,81.69,18.8661,6616.25,831.5,280.96,35.31,23.63,2.97,0,0
64-07,659.7,83.18,18.6085,6670.76,841.1,280.04,35.31,23.16,2.92,0,0
64-04,634.33,79.46,18.351,6472.38,810.77,281.88,35.31,23.71,2.97,0,0
64-05,641.59,80.37,18.5612,6550.53,820.56,281.88,35.31,23.71,2.97,0,0
64-08,651.12,81.83,18.3065,6671.79,838.48,280.96,35.31,23.23,2.92,0,0
64-09,667.63,84.18,18.8322,6942.56,875.37,280.04,35.31,23.16,2.92,0,0
79-04,355.55,101.76,7.279,2987.02,854.9,836.32,239.36,55.38,15.85,0,0
87-05,632.71,290.1,20.1179,4997.91,2291.57,1003.15,459.95,42.22,19.36,153.77000000000004,0
87-04,631.22,288.36,19.9972,5004.84,2286.36,961.58,439.28,41.07,18.76,146.52,0
86-05,560.25,247.35,16.8151,4250.75,1876.71,775.74,342.49,32.39,14.3,142.48,0
87-06,660.59,304.0,21.0818,5255.47,2418.53,977.11,449.66,43.94,20.22,173.34,0
87-01,607.91,274.08,18.151,4786.53,2158.04,905.59,408.29,41.54,18.73,130.07,0
21-08,0,0,0,935.24,67.11,288.34,20.69,0,0,0,0
87-03,641.74,291.7,19.3179,5070.32,2304.69,900.33,409.24,41.4,18.82,144.93,0
87-02,628.08,284.2,18.8212,4915.02,2223.99,886.25,401.02,36.35,16.45,130.07,0
21-05,0,0,0,1023.46,73.44,288.34,20.69,0,0,0,0
21-04,0,0,0,1070.75,78.57,281.96,20.69,0,0,0,0
21-07,0,0,0,952.8,68.37,288.34,20.69,0,0,0,0
21-06,0,0,0,959.33,68.45,289.97,20.69,0,0,0,0
87-09,690.33,321.83,20.2919,5569.02,2596.28,987.19,460.23,42.08,19.62,188.32,0
87-08,711.05,329.8,20.7945,5741.32,2662.95,993.18,460.66,42.6,19.76,155.0,0
21-03,0,0,0,1021.17,75.76,278.88,20.69,0,0,0,0
21-02,0,0,0,1005.18,74.98,277.37,20.69,0,0,0,0
67-07,699.73,94.75,17.8774,6677.81,904.24,260.76,35.31,22.16,3.0,0,0
67-06,671.37,90.64,17.0056,6371.95,860.26,261.54,35.31,22.22,3.0,0,0
67-05,661.86,89.08,16.7129,6334.52,852.56,262.35,35.31,22.29,3.0,0,0
67-04,700.56,94.01,17.6379,6684.82,897.05,263.13,35.31,22.36,3.0,0,0
67-03,674.25,90.2,16.5505,6473.2,865.98,263.94,35.31,22.43,3.0,0,0
67-02,650.59,86.78,15.9229,6292.76,839.37,264.72,35.31,22.49,3.0,0,0
67-01,649.32,86.61,15.8917,6371.63,849.89,264.72,35.31,22.27,2.97,0,0
10-08,1185.74,1049.33,14.6024,11316.63,10014.72,1395.55,1235.0,81.28,71.93,19.830000000000002,0
27-05,0,0,0,2451.88,172.96,294.15,20.75,0,0,0,0
67-09,709.95,96.71,18.2472,6802.61,926.66,259.21,35.31,22.54,3.07,0,0
67-08,689.47,93.64,17.6679,6636.2,901.29,259.99,35.31,22.6,3.07,0,0
20-11,0,0,0,947.31,76.04,257.01,20.63,0,0,0,0
65-05,694.63,88.42,18.2686,7212.12,918.04,277.4,35.31,22.94,2.92,0,0
20-12,0,0,0,914.84,71.95,262.31,20.63,0,0,0,0
35-12,240.05,13.43,17.6711,2576.18,144.13,625.59,35.0,0,0,0,0
48-06,171.33,16.74,9.0,1939.12,189.46,358.23,35.0,26.3,2.57,0,0
95-08,906.31,561.88,15.9716,7436.83,4610.56,619.04,383.78,28.86,17.89,131.70000000000002,0
25-01,0,0,0,1760.72,123.49,295.85,20.75,0,0,0,0
62-01,566.0,68.84,20.4273,5755.4,700.0,290.32,35.31,24.42,2.97,0,0
62-02,573.32,69.96,20.7596,5802.47,708.05,289.37,35.31,24.34,2.97,0,0
35-10,224.34,12.46,16.3947,2516.02,139.74,630.18,35.0,0,0,0,0
36-12,302.69,17.18,16.8431,3169.66,179.9,616.67,35.0,0,0,0,0
62-05,487.06,59.63,17.1844,5009.92,613.36,288.41,35.31,24.26,2.97,0,0
36-10,303.22,17.21,16.8725,3121.91,177.19,616.67,35.0,0,0,0,0
36-11,304.46,17.28,16.9412,3228.15,183.22,616.67,35.0,0,0,0,0
62-08,481.3,59.12,16.7479,4959.33,609.18,287.46,35.31,24.18,2.97,0,0
62-09,456.57,56.27,15.9405,4697.84,578.98,286.51,35.31,24.1,2.97,0,0
74-01,511.15,96.57,11.5514,4528.43,855.55,685.5,129.51,53.51,10.11,0,0
95-01,771.96,470.42,14.4522,6307.77,3843.86,621.02,378.44,30.33,18.48,157.70000000000002,0
74-07,395.99,79.31,8.7058,3781.85,757.43,718.94,143.99,50.48,10.11,0,0
74-06,432.92,86.0,9.8398,4039.33,802.41,774.18,153.79,50.89,10.11,0,0
74-05,442.95,87.28,9.9863,4071.01,802.17,826.97,162.95,51.31,10.11,0,0
48-01,152.89,14.69,8.5906,1821.92,175.05,364.28,35.0,26.75,2.57,0,0
12-06,1464.32,1362.16,15.4932,13846.1,12880.09,1718.39,1598.5,91.42,85.04,20.330000000000002,0
86-09,517.69,231.32,15.5771,3955.84,1767.58,935.6,418.05,32.9,14.7,135.57,0
10-05,1232.12,1089.41,16.2356,11464.53,10136.63,1365.68,1207.5,83.69,74.0,21.48,0
48-03,158.96,15.08,8.8187,1867.87,177.2,368.94,35.0,27.09,2.57,0,0
95-09,940.9,584.41,16.612,7710.42,4789.08,616.79,383.1,28.24,17.54,123.3,0
10-04,1342.15,1186.69,17.6854,12450.74,11008.61,1333.73,1179.25,97.35,86.07,19.2,0
56-03,446.21,48.48,13.1382,4710.52,511.79,324.99,35.31,25.96,2.82,0,0
56-02,417.31,45.34,12.2873,4451.51,483.65,324.99,35.31,25.96,2.82,0,0
56-01,403.32,43.82,11.8753,4332.69,470.74,324.99,35.31,25.96,2.82,0,0
56-07,444.61,49.39,14.2746,4661.33,517.81,317.86,35.31,25.39,2.82,0,0
56-06,425.92,46.97,13.0472,4468.53,492.78,320.19,35.31,25.57,2.82,0,0
56-05,412.95,45.2,12.5556,4367.46,478.05,322.59,35.31,25.76,2.82,0,0
56-04,443.64,48.38,13.4389,4732.82,516.12,323.79,35.31,25.86,2.82,0,0
32-01,136.09,7.89,14.0893,1314.2,76.19,358.43,20.78,0,0,0,0
78-06,361.39,95.53,8.5067,3098.09,818.95,695.16,183.76,56.18,14.85,0,0
32-03,128.79,7.31,13.0536,1291.12,73.28,366.12,20.78,0,0,0,0
32-02,145.03,8.29,14.8036,1424.71,81.44,363.53,20.78,0,0,0,0
32-05,80.48,4.47,8.7647,805.54,44.74,374.14,20.78,0,0,0,0
32-04,103.46,5.83,11.4314,995.73,56.11,368.76,20.78,0,0,0,0
32-07,110.64,6.1,13.2609,984.11,54.26,376.89,20.78,0,0,0,0
32-06,80.35,4.43,8.6863,776.99,42.84,376.89,20.78,0,0,0,0
01-12,1602.72,1148.08,46.4998,13990.11,10021.57,385.09,275.85,27.86,19.96,45.91,0
86-02,512.16,226.92,15.6281,3857.35,1709.06,764.22,338.6,29.86,13.23,163.28,0
37-08,272.86,16.04,13.1475,3017.92,177.41,595.39,35.0,0,0,0,0
37-09,232.48,13.76,11.2787,2611.46,154.57,591.33,35.0,0,0,0,0
00-04,2091.5,1452.43,27.9744,15456.83,10733.91,402.75,279.69,37.02,25.71,123.98999999999998,0
00-05,2042.82,1420.6,27.3613,15131.11,10522.33,395.72,275.19,41.75,29.03,155.04999999999995,0
00-06,2081.53,1454.6,28.0162,14950.93,10447.89,408.88,285.73,46.42,32.44,159.39999999999998,0
86-03,541.59,238.9,16.4532,4122.79,1818.61,783.57,345.64,23.24,10.25,144.13,0
37-02,316.47,18.09,16.2973,3276.63,187.3,612.29,35.0,0,0,0,0
37-03,311.29,17.92,16.1441,3238.13,186.41,607.99,35.0,0,0,0,0
12-01,1427.9,1312.41,14.8228,13744.61,12632.91,1897.47,1744.0,107.12,98.46,23.41,0
37-01,311.92,17.83,16.0631,3249.34,185.74,612.29,35.0,0,0,0,0
37-06,263.79,15.4,13.1624,2900.28,169.32,599.52,35.0,0,0,0,0
37-07,288.85,16.98,13.918,3157.41,185.61,595.39,35.0,0,0,0,0
37-04,283.4,16.43,14.0427,3005.98,174.27,603.72,35.0,0,0,0,0
37-05,278.52,16.26,13.8974,2992.61,174.71,599.52,35.0,0,0,0,0
27-01,0,0,0,2204.6,156.41,292.47,20.75,0,0,0,0
84-12,391.68,167.24,10.0505,2837.5,1211.57,748.41,319.56,59.56,25.43,0,0
81-01,367.27,129.55,8.8855,2685.51,947.27,1575.78,555.83,107.73,38.0,0,0
93-09,780.18,458.93,22.4855,6043.7,3555.12,603.38,354.93,31.82,18.72,77.89000000000001,0
86-06,565.14,250.84,17.0523,4264.3,1892.72,771.99,342.65,28.84,12.8,152.39,0
22-09,0,0,0,1443.11,97.12,309.66,20.84,0,0,0,0
86-07,531.98,236.12,15.9003,3999.77,1775.31,785.58,348.68,25.3,11.23,155.14,0
99-06,2037.1,1372.71,33.4644,16280.67,10970.8,387.78,261.31,28.69,19.33,125.52000000000001,0
99-07,1966.51,1328.72,30.2257,15769.62,10655.15,379.0,256.08,30.37,20.52,126.98999999999997,0
99-04,1981.41,1335.18,32.5495,16010.94,10789.04,419.41,282.62,27.74,18.69,104.82999999999998,0
99-05,1931.93,1301.84,31.7367,15670.65,10559.74,410.24,276.44,25.01,16.85,102.75999999999998,0
94-12,756.88,459.27,15.0088,6319.16,3834.44,625.02,379.26,29.28,17.77,151.44000000000003,0
86-04,534.87,235.52,16.0109,4051.42,1783.98,773.75,340.71,30.39,13.38,152.73,0
94-10,779.38,472.35,15.4363,6448.4,3908.12,642.79,389.57,29.96,18.16,134.91000000000003,0
94-11,747.68,453.69,14.8265,6162.25,3739.23,633.31,384.29,29.76,18.06,150.37,0
72-02,636.44,106.57,18.3425,5542.79,928.13,288.21,48.26,21.26,3.56,0,0
71-09,594.56,98.34,18.1105,5363.95,887.19,254.11,42.03,21.52,3.56,0,0
99-08,1948.93,1320.41,30.0366,15984.02,10829.28,378.87,256.69,32.69,22.15,126.42,0
99-09,1884.3,1282.71,29.179,15184.98,10336.95,388.9,264.74,36.05,24.54,133.04000000000002,0
70-10,521.15,83.25,16.2281,4730.12,755.61,228.87,36.56,20.72,3.31,0,0
70-11,543.17,87.2,16.9981,4946.39,794.09,227.73,36.56,20.62,3.31,0,0
70-12,571.15,92.15,17.963,5199.63,838.92,226.6,36.56,22.06,3.56,0,0
48-08,160.79,15.97,7.715,1829.46,181.71,352.38,35.0,25.87,2.57,0,0
48-09,155.95,15.49,7.4831,1795.12,178.3,352.38,35.0,25.87,2.57,0,0
48-04,160.43,15.48,8.3226,1870.81,180.51,362.74,35.0,26.64,2.57,0,0
48-05,172.26,16.69,8.9731,1968.63,190.74,361.24,35.0,26.52,2.57,0,0
35-11,231.47,12.95,17.0395,2544.36,142.35,625.59,35.0,0,0,0,0
48-07,160.23,15.85,7.657,1833.06,181.33,353.82,35.0,25.98,2.57,0,0
55-11,417.33,45.51,12.5718,4431.49,483.26,323.79,35.31,25.86,2.82,0,0
55-10,388.26,42.34,11.6961,4171.16,454.87,323.79,35.31,25.86,2.82,0,0
48-02,146.94,14.0,8.1871,1755.98,167.3,367.36,35.0,26.97,2.57,0,0
55-12,418.6,45.48,12.5635,4495.23,488.4,324.99,35.31,25.96,2.82,0,0
24-08,0,0,0,1511.07,104.14,301.52,20.78,0,0,0,0
84-10,388.98,166.09,9.9814,2827.68,1207.38,796.09,339.92,67.38,28.77,0,0
